Date,Close,High,Low,Open,Volume
2014-03-18,152.84669494628906,153.05031677827716,151.9100270622896,152.07293447035235,101804600
2014-03-19,152.03221130371094,153.0747541145148,151.062969371458,152.86297945013578,176267300
2014-03-20,152.92001342773438,153.03404116965135,151.42949995461768,151.69828229515593,117241000
2014-03-21,152.32691955566406,154.63391760004137,152.18784706463313,153.56223179984505,163128000
2014-03-24,151.69696044921875,153.03862710017503,151.03431593396604,152.8504592261844,121411000
2014-03-25,152.41688537597656,152.9322811318041,151.5660854212697,152.46596830835193,103852000
2014-03-26,151.32066345214844,153.25951424494946,151.2797568461221,153.01408709173504,119843000
2014-03-27,151.00157165527344,151.62330945916966,150.4452694240482,151.1406440923447,142383000
2014-03-28,151.74609375,152.50690431437897,151.345228920081,151.4352184744324,101642000
2014-03-31,152.98959350585938,153.22684440529835,151.7706586522123,152.711448470539,99745000
2014-04-01,154.00393676757812,154.0939262870521,152.9813342658014,153.48854111214163,89193000
2014-04-02,154.5193634033203,154.72388394468092,153.9139781070333,154.20031185811547,78774000
2014-04-03,154.31484985351562,154.79751535708849,153.84036067810806,154.75660875037437,77435000
2014-04-04,152.49049377441406,155.19016711828274,152.24507913828748,155.1574493277798,169381000
2014-04-07,150.80528259277344,152.37599905256263,150.494419818706,152.12239554623994,140803000
2014-04-08,151.4270477294922,151.67246244773233,150.19173539393546,150.7398490695818,112660000
2014-04-09,153.05502319335938,153.10410613687245,151.39431702878906,151.8360884862985,100254000
2014-04-10,149.83998107910156,153.12048713401543,149.65181313222286,153.04686271112234,172959000
2014-04-11,148.49009704589844,150.0526370587238,148.32648310092503,149.00549283136132,167251000
2014-04-14,149.65997314453125,150.01174253040068,148.43284973400927,149.65178433270972,132382000
2014-04-15,150.69068908691406,150.79704373240943,148.4900466968119,149.97078547654274,157093000
2014-04-16,152.2696990966797,152.27787542778483,151.0589280139096,151.72976165298073,105197000
2014-04-17,152.4822998046875,152.90770592965532,151.80329026310397,152.06508248860428,105255000
2014-04-21,153.01406860351562,153.0631640145813,152.33507145388268,152.5232268393373,68329000
2014-04-22,153.70945739746094,154.12667480752046,153.08771944626457,153.16952017295338,85790000
2014-04-23,153.3495330810547,153.7340327818589,153.22682572247714,153.65223203712253,73869000
2014-04-24,153.66038513183594,154.11850917851407,152.92410364286548,154.10214403886297,88170000
2014-04-25,152.40048217773438,153.2512944029064,152.05688925397106,153.16130488837743,100380000
2014-04-28,152.88320922851562,153.54585382927283,151.31249286447604,153.02228170792628,135121000
2014-04-29,153.5949249267578,153.83216325971566,153.0468113796994,153.37403924921566,84098000
2014-04-30,154.0530242919922,154.20846187417573,153.12858760823187,153.34129692403715,101508000
2014-05-01,154.06939697265625,154.48661433241642,153.5785427399276,153.97940744608738,93019000
2014-05-02,153.8484344482422,154.73196413592726,153.61937258287222,154.0529548625322,98122000
2014-05-05,154.14306640625,154.2494211004398,152.67051576069815,153.0959220545121,75883000
2014-05-06,152.80136108398438,153.90577682141364,152.7686432951673,153.79942216261108,85454000
2014-05-07,153.70127868652344,153.77490308428477,152.17145657413877,153.3167790765125,106500000
2014-05-08,153.5376434326172,154.65842440456157,153.04680165951672,153.56219738006737,93618000
2014-05-09,153.7667236328125,153.83215921864235,152.842286825446,153.5622030990017,83679000
2014-05-12,155.2638397216797,155.3374766183252,153.7994778453293,154.45394620509006,86940000
2014-05-13,155.40289306640625,155.77920387067275,155.24745545827494,155.46832865441013,66454000
2014-05-14,154.6666259765625,155.3374594037854,154.4457402769959,155.26382251530032,72367000
2014-05-15,153.3085479736328,154.38842210800615,152.55591409949665,154.35569184051266,154956000
2014-05-16,153.84033203125,153.90578009321666,152.75228140656955,153.39856073371044,97458000
2014-05-19,154.40484619140625,154.52755353400596,153.40678486178095,153.5458573443754,63839000
2014-05-20,153.43133544921875,154.34758361627027,153.03865944661737,154.3312184753029,111644000
2014-05-21,154.723876953125,154.79750134878157,153.8485230838437,153.87306454906255,89093000
2014-05-22,155.1002197265625,155.41927132314513,154.50302314484532,154.7648029888116,61549000
2014-05-23,155.721923828125,155.8282660066465,155.1001734785772,155.23924592967566,61092800
2014-05-27,156.67910766601562,156.72819060112894,156.21279481655142,156.30278435857377,72010000
2014-05-28,156.5645751953125,156.9245333600427,156.30278289989283,156.67910620382267,66723000
2014-05-29,157.37445068359375,157.39899214813008,156.52365078613533,156.92451551179934,64377000
2014-05-30,157.62808227539062,157.7262606340029,157.09633380493088,157.2272299611176,76316000
2014-06-02,157.8080596923828,157.8816965812956,157.04724919815376,157.8489663011245,64656000
2014-06-03,157.72625732421875,157.80805805791053,157.27630959860917,157.4235584090209,65047000
2014-06-04,158.0452880859375,158.13527761921011,157.29265402717664,157.4562679559607,55529000
2014-06-05,159.07601928710938,159.23963316674553,157.64437599515017,158.22521962323813,92103000
2014-06-06,159.8369140625,159.8778081886605,159.34605971912887,159.4196841257512,78696000
2014-06-09,160.00050354003906,160.38500313750757,159.66508687281035,159.81234814647232,65119000
2014-06-10,160.016845703125,160.04956349093985,159.46054344674647,159.80413639203582,57129000
2014-06-11,159.4605712890625,159.62418522258577,159.10061314554554,159.44420615082728,68772000
2014-06-12,158.3315887451172,159.36238007996457,157.979819468136,159.2723905583976,106350000
2014-06-13,158.81427001953125,158.96970760401015,158.1352604300894,158.64246729907003,82017000
2014-06-16,158.94520568847656,159.2806224297342,158.42982232426726,158.61797775936128,87424000
2014-06-17,159.38694763183594,159.50147863412855,158.55250033916508,158.72430308407553,84834000
2014-06-18,160.55685424804688,160.64684381524214,159.03522041916642,159.38700235745597,105267000
2014-06-19,160.73675537109375,160.83493370407828,160.18046557692685,160.6958487725953,85929000
2014-06-20,161.0630645751953,161.1945878978527,160.86577959120925,161.1370417406572,100587000
2014-06-23,161.0138397216797,161.15357862940493,160.71791834568458,161.10426049053268,70611000
2014-06-24,160.0438232421875,161.5234296868014,159.86298175769258,160.7260865622805,96237000
2014-06-25,160.76719665527344,160.93159459170602,159.67393219099685,159.70680676117993,82782000
2014-06-26,160.65213012695312,160.8083125694415,159.57530913012425,160.79186901161128,84312000
2014-06-27,160.96444702148438,161.01376513751165,160.1999785947937,160.27395576883464,71445100
2014-06-30,160.88226318359375,161.25216164572015,160.72608076691077,160.8658196284804,70201200
2014-07-01,161.95913696289062,162.45234343550857,161.2193397967253,161.27687344429916,90470000
2014-07-02,162.1234893798828,162.3289899285973,161.90155781805697,161.97553500533223,52475000
2014-07-03,162.9208984375,162.9948756547098,162.46057902895467,162.58387439097103,52938800
2014-07-07,162.3536834716797,162.74002558873494,162.11530830335832,162.60851474212353,61696000
2014-07-08,161.30972290039062,162.11528157766247,160.91515279732144,162.0577354007637,108143000
2014-07-09,162.03305053710938,162.18101743788964,161.36723084048992,161.71247021863493,72992000
2014-07-10,161.39187622070312,161.8193207900247,160.33971462141585,160.47123795701566,99040000
2014-07-11,161.6138153076172,161.72889508703625,160.93155213579158,161.29323502618158,64243000
2014-07-14,162.42764282226562,162.64135888293202,162.2961194575055,162.43585832902872,58658000
2014-07-15,162.1234893798828,162.83863981848484,161.4083514840389,162.52627497075616,111307000
2014-07-16,162.72357177734375,162.97016241942245,162.27968353608406,162.8468670983831,79986400
2014-07-17,160.8740997314453,162.838685020794,160.6439275136542,162.222183203516,145398000
2014-07-18,162.51806640625,162.68246434369235,161.30972212477292,161.40014287178,124330000
2014-07-21,162.2139434814453,162.34546686993164,161.46591832003523,162.00844289047072,67592000
2014-07-22,162.9208984375,163.21681984910245,162.64963609830082,162.76471595043714,67678000
2014-07-23,163.28253173828125,163.45515773519847,162.83865602768742,163.16745192125623,65612000
2014-07-24,163.290771484375,163.6277954781041,163.1263735131875,163.43873843837656,56888000
2014-07-25,162.52633666992188,162.97021250483832,162.205756193937,162.83047358379494,76837000
2014-07-28,162.59205627441406,162.8304314208784,161.62208704518352,162.5591691587061,69259000
2014-07-29,161.8933563232422,163.12635981777223,161.8686972567724,162.89620016888077,80466000
2014-07-30,161.91799926757812,162.68246788030407,161.24396394658385,162.46873926849995,104222000
2014-07-31,158.7203826904297,160.9315703492199,158.62174645198024,160.7918314971643,183479000
2014-08-01,158.23541259765625,159.27113078290284,157.47095662485083,158.28473071941696,189261000
2014-08-04,159.37802124023438,159.7150451846046,157.86554005840225,158.53957540438333,91340000
2014-08-05,157.83262634277344,159.13961927751095,157.2572273534825,158.72861820762353,152690000
2014-08-06,157.8819580078125,158.55599324446646,157.0681713688846,157.09283042981357,94818000
2014-08-07,157.02711486816406,158.75332489668202,156.6325572346712,158.59714243642665,135733000
2014-08-08,158.8437042236328,158.95055597691146,156.9613122259156,157.3805413609767,117014000
2014-08-11,159.3040771484375,160.0109997563931,159.23009993827938,159.44381605965685,74544000
2014-08-12,159.08204650878906,159.59168373655612,158.5970683376717,159.14780817410661,73632000
2014-08-13,160.1588897705078,160.33973124001216,159.4355364352473,159.7067860967469,69047000
2014-08-14,160.91514587402344,160.91514587402344,160.27398516257006,160.42195208054446,57371000
2014-08-15,160.88226318359375,161.6467191691378,159.72323713187455,161.49876480139025,139951000
2014-08-18,162.2303466796875,162.30432386377115,161.67960673802452,161.77002747726814,75424000
2014-08-19,163.07699584960938,163.2002911473043,162.2960963644425,162.62489218680014,59135000
2014-08-20,163.51266479492188,163.709949824652,162.82218600500244,162.85506057191213,72763000
2014-08-21,163.98948669433594,164.20320281323004,163.52093928325502,163.65246268384917,67791000
2014-08-22,163.73463439941406,164.1456355349946,163.36473588594342,163.8579297229845,76107000
2014-08-25,164.5648651123047,164.885445521544,163.7017601511957,164.51554697900022,63855000
2014-08-26,164.6717071533203,165.07449275875288,164.6306045335401,164.6717071533203,47298000
2014-08-27,164.60597229003906,164.86901906528482,164.3511535657451,164.75392669404434,47874000
2014-08-28,164.5155487060547,164.6224130245097,163.89904694775637,164.06344490808385,58330000
2014-08-29,164.98406982421875,165.00050083770608,164.25248835576411,164.77034122129956,65907000
2014-09-02,164.90182495117188,165.22240523573996,164.28532343909822,165.19774617867745,72426000
2014-09-03,164.81141662597656,165.55944152715898,164.58125704757526,165.53478246824142,57462000
2014-09-04,164.57305908203125,165.6991980351417,164.12095538243148,165.09091191724767,85236000
2014-09-05,165.31285095214844,165.37861262850916,163.9154498220656,164.54016693335655,102177000
2014-09-08,164.8854217529297,165.39507165671594,164.40044345499948,165.15668398976146,64146000
2014-09-09,163.84149169921875,164.85255093752122,163.50446777219835,164.73747112619216,88591000
2014-09-10,164.45802307128906,164.5648748521861,163.38941746299182,163.9319295042102,67251000
2014-09-11,164.6470489501953,164.67170801364057,163.67707979790023,163.80038765788512,66774400
2014-09-12,163.68531799316406,164.4990922228145,163.21677067314525,164.482661208005,117409300
2014-09-15,163.56202697753906,163.8415173139694,163.06883308449156,163.7099939253858,76401000
2014-09-16,164.79498291015625,165.09090417758864,163.1674222106567,163.25784294633763,116201000
2014-09-17,165.01695251464844,165.78140859045598,164.19495026052815,165.03339607170335,151266000
2014-09-18,165.89651489257812,165.9211739588539,165.30467221643966,165.51838830508296,94990000
2014-09-19,165.74700927734375,166.73802028051966,165.4084099658305,166.42420790037025,121649000
2014-09-22,164.46694946289062,165.48274740879654,164.1200962379674,165.4579730785441,125553000
2014-09-23,163.5254669189453,164.55777255663688,163.47591826455806,163.87232010104321,111393000
2014-09-24,164.80555725097656,164.91292108851607,163.12083970025273,163.55026984763194,107276000
2014-09-25,162.14634704589844,164.38439175059128,162.08854446902515,164.37612523861637,150300000
2014-09-26,163.43470764160156,163.83937619636635,162.21246066585033,162.44369623960344,103547000
2014-09-29,163.13735961914062,163.42641031023493,161.90685905745357,162.03073072427094,95112000
2014-09-30,162.70791625976562,163.76499640227962,162.3693169293726,163.26123066237926,131302000
2014-10-01,160.50294494628906,162.50148788779774,160.13957121121624,162.44367270203986,177798000
2014-10-02,160.5276336669922,161.08920179340447,158.85117059362273,160.3624547108614,157285000
2014-10-03,162.29501342773438,162.64186670977531,161.10579497422782,161.6012942622617,121569000
2014-10-06,162.10504150390625,163.18690858524508,161.51869885665226,162.97218091042868,104778000
2014-10-07,159.60272216796875,161.6343054197772,159.5696939287228,161.27093178112946,147913000
2014-10-08,162.39404296875,162.6252783935744,158.85942993056506,159.6935282414398,186461000
2014-10-09,159.17330932617188,162.36107031838839,159.04117115206998,162.13808872476517,210705000
2014-10-10,157.35643005371094,159.92480735377143,157.3151479033751,159.1320035667664,221909000
2014-10-13,154.77154541015625,157.8601962670056,154.6807019966378,157.2903740564506,230939000
2014-10-14,155.0110321044922,156.76183126163323,154.4659716328901,155.6056412368965,215847000
2014-10-15,153.96221923828125,155.00279161074766,150.2376642294073,152.91340555681958,380715000
2014-10-16,153.83009338378906,154.91194790759232,151.03873430914078,151.1791263937712,270391000
2014-10-17,155.64691162109375,156.7039915573486,154.9449387659211,155.6056168764271,214625000
2014-10-20,157.1582794189453,157.28215110742036,155.31664890905867,155.36619758444868,130011000
2014-10-21,160.2716522216797,160.3790034404546,158.13270533546827,158.29787171937284,154949000
2014-10-22,159.13198852539062,160.9653644364564,159.06591944915365,160.55244216101616,151822000
2014-10-23,160.98190307617188,162.03072938498767,160.4285886333105,160.72589323260513,154944000
2014-10-24,162.22064208984375,162.27020334898165,160.61851421658324,161.24615155039496,117927000
2014-10-27,161.9976806640625,162.23717005478755,161.06447222841211,161.64256093135936,82954000
2014-10-28,163.85586547851562,163.86411938979734,162.4684396983186,162.5427753054192,106736000
2014-10-29,163.60809326171875,164.4421918683471,162.52623872596226,163.97146694425467,142557000
2014-10-30,164.65695190429688,165.12767692087237,163.02177001162195,163.17042863886172,113330000
2014-10-31,166.5398406982422,166.67197887098305,165.80483943928192,166.63893802710297,146903000
2014-11-03,166.6306915283203,167.19225988536223,166.25079741514057,166.75456319490596,93600000
2014-11-04,166.0525665283203,166.49026312330383,165.21845548395024,166.18469207672825,93343000
2014-11-05,167.1013641357422,167.30782524965946,166.3663630742522,167.26653050659874,91709000
2014-11-06,167.77035522460938,167.86119865078743,166.5233341937933,167.14271775371884,107089000
2014-11-07,167.9272918701172,168.14201959996646,167.32442864689432,167.7868997551964,89540000
2014-11-10,168.45578002929688,168.50532868967758,167.7538196715889,167.960280824101,66319000
2014-11-11,168.6209259033203,168.72828972200065,168.18322932139037,168.52182859462286,54499400
2014-11-12,168.4393310546875,168.67056661817253,167.90252430978833,167.93556516251084,90120300
2014-11-13,168.62921142578125,169.15775146740432,167.81988724359968,168.60443709581367,85357900
2014-11-14,168.6705322265625,168.87699340910518,168.2410894384844,168.55491446839423,80417500
2014-11-17,168.77786254882812,168.951295465275,168.18325340870882,168.34843241537783,80441000
2014-11-18,169.75233459472656,170.0578930184616,168.83564672213478,168.83564672213478,76068100
2014-11-19,169.47984313964844,169.7523733912334,168.7200675601038,169.55416613515627,82373000
2014-11-20,169.77716064453125,169.88452449158467,168.6209704648366,168.68703955522403,72840300
2014-11-21,170.68548583984375,171.64346820707624,170.10739737733567,171.4783018751287,142327300
2014-11-24,171.16453552246094,171.27189934554315,170.8754974931139,171.09021253789064,65880800
2014-11-25,171.04071044921875,171.60227884293772,170.78470058729445,171.3958176508838,79108300
2014-11-26,171.47837829589844,171.57747561895386,170.97461256805184,171.18932763513487,62167800
2014-11-28,171.11500549316406,171.66831988528793,170.87551609412708,171.3545074935901,57890100
2014-12-01,169.92576599121094,170.56992371663227,169.61195363868995,170.45430598646402,103968400
2014-12-02,171.02413940429688,171.2306005352407,169.9422850943732,169.96705942197548,74507200
2014-12-03,171.68490600585938,171.8996211561755,171.03249404052593,171.19766051010708,68952000
2014-12-04,171.49490356445312,171.99866930653948,170.7020871534327,171.39579363720722,91316600
2014-12-05,171.77572631835938,172.1638744003632,171.40409866150674,171.6683624569649,91025500
2014-12-08,170.62774658203125,171.8747673423601,170.0661657234529,171.37926816273125,108588200
2014-12-09,170.5121307373047,170.619494564706,168.39797063744825,168.77785208590373,125180100
2014-12-10,167.77862548828125,170.1075011729488,167.58867211932227,170.04969859211988,159856400
2014-12-11,168.62921142578125,170.28090063102695,168.2328095449111,168.37320161519034,159012800
2014-12-12,165.9039306640625,168.32366203296584,165.87090242278734,167.34915879659377,202330200
2014-12-15,164.7642364501953,167.2582904411161,164.16137347605115,166.80407343262908,189965800
2014-12-16,163.44287109375,167.1509044498711,163.40157635274895,163.99618533928424,259543800
2014-12-17,166.64718627929688,167.1014033568033,163.75673000602427,163.88061426428382,253910100
2014-12-18,170.76815795898438,175.8801384257644,168.40624172494577,169.08344039549596,257633900
2014-12-19,171.49476623535156,172.1673903835623,170.73909675017728,171.4200203637086,245084600
2014-12-22,172.28363037109375,172.28363037109375,171.44492829720957,171.68573947870206,148318900
2014-12-23,172.51617431640625,172.91476409548332,172.22552828046926,172.86494195696625,122167900
2014-12-24,172.53274536132812,173.00606823691413,172.491222698678,172.7403460036411,42963400
2014-12-26,173.08914184570312,173.42960999575536,172.93136330441357,172.9811854393598,57326700
2014-12-29,173.3216094970703,173.5292101204933,172.83997453021655,172.9064082502243,79643900
2014-12-30,172.39154052734375,173.03094124195567,172.3167946826389,172.89808649000955,73540800
2014-12-31,170.68096923828125,172.88154404555357,170.55641389884352,172.71546603598998,130333800
2015-01-02,170.58963012695312,171.79372424609872,169.55162669385544,171.37852287285963,121465900
2015-01-05,167.5087890625,169.70935056327772,167.20154419999722,169.5432726016799,169632600
2015-01-06,165.93101501464844,168.3391769260789,165.13382312888098,167.8160193550773,209151400
2015-01-07,167.998779296875,168.33924746737,166.8113094395579,167.2597213519378,125346700
2015-01-08,170.97984313964844,171.19575586553074,169.39378424077137,169.4103831651203,147217800
2015-01-09,169.60972595214844,171.41169801947515,168.99522348508043,171.39508642011177,158567300
2015-01-12,168.28109741210938,169.90039276888027,167.67490700581124,169.7426142329127,144396100
2015-01-13,167.80775451660156,170.63111821399596,166.50401638682845,169.50177020085064,214553300
2015-01-14,166.794677734375,166.99397893304638,164.89306123027387,165.78988494694778,192991100
2015-01-15,165.2667236328125,167.74961921677988,165.15046777942544,167.43407485526512,176613900
2015-01-16,167.43406677246094,167.59184528107048,164.87642545047697,165.0591150213999,211879600
2015-01-20,167.7911834716797,168.33925234676153,166.2217227264478,168.07351737547063,130991100
2015-01-21,168.6381378173828,169.1197727781758,166.8610770100815,167.32610037334743,122942700
2015-01-22,171.14596557617188,171.2788203503415,168.01534450713342,169.3938157405064,174356000
2015-01-23,170.2075958251953,171.14595467394776,170.07472838855253,170.8885192638513,117516800
2015-01-26,170.606201171875,170.69754595911,169.27756469592828,169.99171139496443,92009700
2015-01-27,168.35581970214844,169.50176661957002,167.5254171415259,168.54680874322912,134044600
2015-01-28,166.19680786132812,169.64297424657383,166.00581877441243,169.54332997008572,168514300
2015-01-29,167.73306274414062,167.99048557958827,164.98441888809216,166.39611375631884,173585400
2015-01-30,165.623779296875,167.88247515427264,165.3580570806183,166.55383873111552,197729700
2015-02-02,167.6748809814453,167.76622576856815,164.30344866371829,166.1220322712945,163107000
2015-02-03,170.0996856689453,170.10799780532918,168.1980690651613,168.57174774518685,124212900
2015-02-04,169.4519805908203,170.54811828639697,168.9952565509967,169.33572471440522,134306700
2015-02-05,171.16253662109375,171.31201564022268,170.0415009968338,170.11623417093082,97953200
2015-02-06,170.68922424316406,172.09260639548663,170.16606665075287,171.52792614684768,125672000
2015-02-09,169.92527770996094,170.76397972317702,169.51837589928564,170.04153356001996,87219000
2015-02-10,171.73556518554688,171.99298797245132,169.9668035361293,170.9632968248335,96164200
2015-02-11,171.83522033691406,172.26703327799152,170.92178499229328,171.5694980684398,91087800
2015-02-12,173.4877166748047,173.54585094120173,171.86843407362545,172.6324029759526,97545900
2015-02-13,174.201904296875,174.25172643921942,173.35488986419506,173.61232538454388,93670400
2015-02-17,174.47592163085938,174.65031178289502,173.63721941815933,173.88633010543833,76968200
2015-02-18,174.49249267578125,174.56722586459446,173.8364675625878,174.1022024618402,80652900
2015-02-19,174.36798095703125,174.73336022593895,173.75349097836056,173.89465793754007,91462500
2015-02-20,175.41427612304688,175.4890093272425,173.32995717469723,173.9527592182076,140896400
2015-02-23,175.38934326171875,175.38934326171875,174.78314022494982,175.16513100605164,74411100
2015-02-24,175.88758850097656,176.08688970444283,175.01566315835314,175.3146086280829,72472300
2015-02-25,175.73812866210938,176.2446748194243,175.3976605117466,175.7630397296052,73061700
2015-02-26,175.53050231933594,175.80453669266015,174.9242993097379,175.64675817429733,72697900
2015-02-27,174.93264770507812,175.6966167204569,174.88282556704436,175.4308817563562,108076000
2015-03-02,176.03704833984375,176.0951699318348,174.98243351032423,175.03225563801308,87491400
2015-03-03,175.3145751953125,176.08685612439723,174.4509621535296,175.60522114440676,110325800
2015-03-04,174.57557678222656,174.79148961924065,173.6040070284865,174.71674373745978,114497200
2015-03-05,174.76657104492188,175.0489049432656,174.2600248527449,174.89942585706325,76873000
2015-03-06,172.3085174560547,174.334701568189,171.97636152692365,173.90288872356942,188128000
2015-03-09,173.02273559570312,173.37980273350237,172.3501113251944,172.50788989154913,89818900
2015-03-10,170.21597290039062,171.7356116386825,170.17445022363998,171.65257895612314,157121300
2015-03-11,169.81735229492188,170.64775499563052,169.73430695647514,170.47336485326827,110145700
2015-03-12,171.9763641357422,172.0427851858268,170.39859177109423,170.44841389412602,93993500
2015-03-13,170.92178344726562,172.66562145538168,169.88378010757538,171.70236398606295,162410900
2015-03-16,173.2053680419922,173.29671283072327,170.94667205785777,171.65251930450134,136099200
2015-03-17,172.69052124023438,173.0724993205332,171.8767176117174,172.46630900209706,94510400
2015-03-18,174.76657104492188,175.43919525548102,171.5778148056576,172.21722848091656,228808500
2015-03-19,173.96937561035156,174.77486728914394,173.57908530533092,174.35136644943532,117917300
2015-03-20,175.50498962402344,176.01379694747334,174.73761038214025,174.921115497319,177715100
2015-03-23,175.16294860839844,176.08881041728557,175.16294860839844,175.5132729783155,71784500
2015-03-24,174.1787109375,175.4965924373723,174.11198066589287,175.0378425022575,77805300
2015-03-25,171.62632751464844,174.62078961866382,171.58463223103246,174.3872400294228,159521700
2015-03-26,171.21763610839844,172.1351487904997,170.25840268427095,170.959064236829,153067200
2015-03-27,171.60964965820312,171.78480548145097,170.90898818271862,171.10084248293938,118939000
2015-03-30,173.70327758789062,174.00355747241264,172.62728209272788,172.64395511645202,96180400
2015-03-31,172.18519592285156,173.57816980964458,172.1268148836293,172.87750824648245,126768700
2015-04-01,171.5762939453125,172.17685370669852,170.58370176392452,172.15183144393234,137303600
2015-04-02,172.1935577392578,172.64397124436766,171.32607677960146,171.50958187770183,86900900
2015-04-06,173.3529052734375,173.87004887095893,171.1675433845612,171.30099117497303,114368200
2015-04-07,172.89422607421875,174.12870464143677,172.86086729240276,173.37801113931133,81236300
2015-04-08,173.47804260253906,173.92011949792763,172.72734934970873,173.1193817252416,89351900
2015-04-09,174.2454376220703,174.47898722119766,172.81911776507818,173.3112392255609,85548900
2015-04-10,175.19631958007812,175.23802759243654,174.29549269612804,174.49567079145098,72722900
2015-04-13,174.4039764404297,175.68851237562853,174.35393189990293,175.05458092228267,74436600
2015-04-14,174.737548828125,174.92105387866124,173.57813749655347,174.20371942497331,75099900
2015-04-15,175.52159118652344,176.03039830281043,175.12122233800955,175.20463834821905,99529300
2015-04-16,175.4715576171875,175.98036476521352,174.98777272828596,175.18796352877877,68934900
2015-04-17,173.45306396484375,174.5207230819322,172.6689990165912,174.27883693263118,191113200
